,Room Details,City,Ward,Negotiable,Monthly Rent,Available Now?,Size in squared meters,Deposit in Yen,Deposit Required?,Key Price in Yen,Key Payment Required?,Floor Data,Year,Building Age,Closest Station,Time to Nearest Station,Bus Requried?
14460,1R APARTMENT,KOTOBASHI,SUMIDA,No,90000.0,Yes,24.49,0,No,77000,Yes,5 / 5,2004,17,Kinshichou Station,4,No
14461,2K APARTMENT,NAGASAKI,TOSHIMA,No,99000.0,Yes,40.0,99000,Yes,99000,Yes,2 / 5,1979,42,Higashi Nagasaki Station,3,No
14462,1K APARTMENT,KAMIIKEBUKURO,TOSHIMA,No,89000.0,Yes,20.48,79500,Yes,0,No,8 / 9,2005,16,Ikebukuro Station,8,No
14463,1K APARTMENT,KAMATA,OTA,No,97000.0,Yes,23.92,89000,Yes,0,No,14 / 14,2007,14,Keikyu Kamata Station,2,No
14465,1K APARTMENT,YUSHIMA,BUNKYO,No,88000.0,Yes,21.29,82000,Yes,0,No,12 / 12,2004,17,Yushima Station,1,No
14466,1LDK APARTMENT,MITA,MINATO,No,300000.0,Yes,56.27,288000,Yes,288000,Yes,20 / 25,2003,18,Azabu-juban Station,4,No
14467,1R APARTMENT,KASUGA,BUNKYO,No,72000.0,Yes,18.08,0,No,0,No,7 / 9,1985,36,Korakuen Station,6,No
14468,1K APARTMENT,YOTSUYA,SHINJUKU,No,93000.0,Yes,20.0,174000,Yes,0,No,5 / 5,2003,18,Yotsuya San Choume Station,1,No
14469,1R APARTMENT,YOTSUYA,SHINJUKU,No,90000.0,No,18.0,0,No,0,No,4 / 4,1998,23,Yotsuya San Choume Station,4,No
14470,1K APARTMENT,IKEJIRI,SETAGAYA,No,69000.0,Yes,17.0,69000,Yes,69000,Yes,2 / 2,1990,31,Ikejiriohashi Station,2,No
14471,3LDK APARTMENT,KOMAGOME,TOSHIMA,No,174000.0,Yes,65.52,328000,Yes,0,No,2 / 7,1991,30,Komagome Station,5,No
14472,1K APARTMENT,KUGAHARA,OTA,No,97000.0,Yes,29.0,89000,Yes,0,No,6 / 6,2007,14,Nishimagome Station,13,No
14473,1K APARTMENT,TOSHINCHO,ITABASHI,No,50000.0,Yes,15.16,46000,Yes,0,No,3 / 5,1987,34,Kamiitabashi Station,7,No
14474,1DK APARTMENT,SETA,SETAGAYA,No,102000.0,Yes,29.68,98000,Yes,0,No,3 / 4,1991,30,Youga Station,10,No
14475,1LDK APARTMENT,AKASAKA,MINATO,Yes,295000.0,Yes,81.55,590000,Yes,0,No,6 / 5,2003,18,Akasaka Station,5,No
14476,1R APARTMENT,NISHIGOTANDA,SHINAGAWA,No,90000.0,Yes,23.83,0,No,0,No,4 / 9,1985,36,Fudoumae Station,5,No
14477,1K APARTMENT,NUKUI,NERIMA,No,78000.0,Yes,22.63,70600,Yes,0,No,4 / 7,2007,14,Nakamurabashi Station,5,No
14478,1SLDK APARTMENT,MINAMIAOYAMA,MINATO,No,430000.0,Yes,82.5,830000,Yes,0,No,5 / 5,2004,17,Omotesando Station,8,No
14479,3LDK APARTMENT,HARUMI,CHUO,Yes,300000.0,Yes,77.52,570000,Yes,285000,Yes,50 / 50,1998,23,Tsukishima Station,7,No
14481,1K APARTMENT,NISHISHINJUKU,SHINJUKU,No,92000.0,Yes,22.04,86000,Yes,0,No,3 / 5,2004,17,Nishishinjuku Go Choume Station,7,No
14482,1K APARTMENT,CHIDORI,OTA,No,71000.0,Yes,20.84,69000,Yes,69000,Yes,3 / 6,1997,24,Chidorichou Station,5,No
14483,1LDK APARTMENT,AKASAKA,MINATO,Yes,217000.0,Yes,41.77,207000,Yes,207000,Yes,9 / 10,2014,7,Akasaka Station,5,No
14484,1LDK APARTMENT,EBISUMINAMI,SHIBUYA,Yes,280000.0,Yes,62.89,270000,Yes,0,No,2 / 8,2007,14,Ebisu Station,8,No
14485,1DK APARTMENT,OKUSAWA,SETAGAYA,No,110000.0,Yes,33.2,107000,Yes,107000,Yes,2 / 4,1997,24,Okusawa Station,3,No
14486,1R APARTMENT,DAITA,SETAGAYA,No,127000.0,Yes,42.87,122000,Yes,0,No,2 / 2,1993,28,Ikenoue Station,2,No
14487,1LDK APARTMENT,KAMIOGI,SUGINAMI,No,127500.0,Yes,44.55,124000,Yes,122000,Yes,1 / 3,1998,23,Ogikubo Station,10,No
14488,2LDK APARTMENT,MOTOAZABU,MINATO,No,340000.0,Yes,73.0,340000,Yes,340000,Yes,2 / 3,2009,12,Roppongi Station,9,No
14489,1LDK APARTMENT,KAMEARI,KATSUSHIKA,No,66000.0,Yes,39.77,63000,Yes,0,No,2 / 4,1990,31,Kameari Station,12,No
14490,1K APARTMENT,KAMATA,OTA,No,68000.0,Yes,17.18,63000,Yes,63000,Yes,3 / 6,1989,32,Kamata Station,5,No
14491,1LDK APARTMENT,EBISUMINAMI,SHIBUYA,Yes,309000.0,Yes,72.03,299000,Yes,0,No,4 / 8,2007,14,Ebisu Station,8,No
14492,2LDK APARTMENT,NISHISHIMBASHI,MINATO,No,450000.0,Yes,82.07,900000,Yes,450000,Yes,20 / 21,2011,10,Onarimon Station,4,No
14493,1R APARTMENT,SHIBAURA(1-CHOME),MINATO,No,118000.0,Yes,25.96,108000,Yes,0,No,2 / 19,2007,14,Hinode Station,4,No
14494,1K APARTMENT,DAITA,SETAGAYA,No,89000.0,Yes,20.8,79000,Yes,0,No,2 / 8,1998,23,Shindaita Station,1,No
14495,1LDK APARTMENT,EBISUMINAMI,SHIBUYA,Yes,170000.0,Yes,39.03,324000,Yes,0,No,2 / 8,2007,14,Ebisu Station,8,No
14497,1K APARTMENT,ISHIWARA,SUMIDA,No,67000.0,Yes,18.2,62000,Yes,62000,Yes,11 / 14,1992,29,Ryogoku Station,11,No
14498,1R APARTMENT,OTOWA,BUNKYO,No,73000.0,Yes,22.7,68000,Yes,0,No,8 / 10,1985,36,Gokokuji Station,5,No
14499,1K APARTMENT,TAKANAWA,MINATO,No,98000.0,Yes,27.51,88000,Yes,88000,Yes,10 / 12,1980,41,Sengakuji Station,1,No
14500,2DK APARTMENT,TOGOSHI,SHINAGAWA,No,135000.0,Yes,41.76,135000,Yes,135000,Yes,12 / 13,1970,51,Togoshi Kouen Station,6,No
14501,1K APARTMENT,WADA,SUGINAMI,No,94500.0,Yes,24.65,0,No,0,No,4 / 7,2007,14,Higashi Koenji Station,5,No
14502,1K APARTMENT,MINAMINAGASAKI,TOSHIMA,No,81000.0,Yes,26.24,78000,Yes,78000,Yes,1 / 3,2010,11,Ochiaiminami Nagasaki Station,8,No
14503,1K APARTMENT,HIGASHISHINKOIWA,KATSUSHIKA,No,82000.0,Yes,24.51,0,No,0,No,3 / 14,2007,14,Shinkoiwa Station,11,No
14504,1DK APARTMENT,TOGOSHI,SHINAGAWA,No,141000.0,Yes,33.18,131000,Yes,0,No,9 / 14,2006,15,Togoshi Kouen Station,4,No
14505,1K APARTMENT,HEIWADAI,NERIMA,No,68000.0,Yes,19.87,66000,Yes,66000,Yes,2 / 2,2001,20,Heiwadai Station,4,No
14506,1K APARTMENT,ITABASHI,ITABASHI,No,81000.0,Yes,23.04,75000,Yes,0,No,4 / 12,2007,14,Itabashikuyakushomae Station,5,No
14507,1K APARTMENT,HANEGI,SETAGAYA,No,90000.0,Yes,21.41,90000,Yes,90000,Yes,3 / 3,2004,17,Shindaita Station,2,No
14508,1K APARTMENT,MISHUKU,SETAGAYA,No,83000.0,Yes,21.1,74500,Yes,0,No,3 / 5,1998,23,Ikenoue Station,11,No
14509,1R APARTMENT,KAMIOCHIAI,SHINJUKU,No,81000.0,Yes,28.28,39000,Yes,39000,Yes,2 / 3,2008,13,Nakai Station,2,No
14510,1LDK APARTMENT,UGUISUDANICHO,SHIBUYA,No,177000.0,Yes,50.36,147000,Yes,0,No,2 / 3,1990,31,Daikanyama Station,8,No
14511,1LDK APARTMENT,SHIMBASHI,MINATO,No,180000.0,Yes,41.97,340000,Yes,0,No,13 / 15,2005,16,Onarimon Station,7,No
14513,1K APARTMENT,NISHIHARA,SHIBUYA,No,85500.0,Yes,23.7,0,No,0,No,3 / 7,2002,19,Hatagaya Station,6,No
14514,1K APARTMENT,OSAKI,SHINAGAWA,No,94000.0,Yes,19.88,88000,Yes,0,No,10 / 12,2000,21,Osaki Station,2,No
14515,1R APARTMENT,RYOGOKU,SUMIDA,No,125000.0,Yes,42.4,118000,Yes,0,No,5 / 11,2004,17,Ryogoku Station,1,No
14516,1SLDK APARTMENT,SHIBAURA(2-4-CHOME),MINATO,No,189012.0,Yes,55.59,378000,Yes,0,No,19 / 30,2010,11,Tamachi Station,13,No
14517,1K APARTMENT,HIGASHIKANDA,CHIYODA,No,87500.0,Yes,22.72,81500,Yes,0,No,3 / 12,2004,17,Bakurochou Station,3,No
14518,1K APARTMENT,NISHIGAHARA,KITA,No,67000.0,Yes,20.03,62000,Yes,62000,Yes,2 / 4,1986,35,Komagome Station,8,No
14519,1K APARTMENT,KITAKARASUYAMA,SETAGAYA,No,85000.0,Yes,25.23,0,No,0,No,1 / 6,2012,9,Chitose Karasuyama Station,8,No
14520,1R APARTMENT,KOMABA,MEGURO,No,95000.0,Yes,22.4,94000,Yes,94000,Yes,1 / 4,2012,9,Shinsen Station,8,No
14521,2DK APARTMENT,KAMIOGI,SUGINAMI,No,125000.0,Yes,39.72,122000,Yes,122000,Yes,2 / 3,1998,23,Ogikubo Station,11,No
14522,2LDK APARTMENT,SASAZUKA,SHIBUYA,No,180000.0,Yes,54.0,165000,Yes,165000,Yes,5 / 12,1995,26,Daitabashi Station,6,No
14523,1K APARTMENT,SANNO,OTA,No,87000.0,Yes,20.52,78500,Yes,0,No,5 / 8,2013,8,Omori Station,9,No
14524,1LDK APARTMENT,AZUMABASHI,SUMIDA,No,152000.0,Yes,40.88,142000,Yes,0,No,12 / 11,2007,14,Honjo Azumabashi Station,2,No
14525,2LDK APARTMENT,JINGUMAE,SHIBUYA,No,400000.0,Yes,56.23,400000,Yes,0,No,8 / 23,2020,1,Gaien Mae Station,8,No
14526,1K APARTMENT,SHIROKANE,MINATO,No,148000.0,Yes,23.59,140000,Yes,0,No,5 / 5,2006,15,Hiroo Station,8,No
14527,1LDK APARTMENT,AZABUDAI,MINATO,Yes,209000.0,Yes,42.67,201000,Yes,0,No,5 / 14,2008,13,Roppongi-itchome Station,6,No
14529,1R APARTMENT,HIGASHIYAMA,MEGURO,No,98000.0,Yes,24.0,92000,Yes,0,No,3 / 13,1986,35,Nakameguro Station,7,No
14530,2LDK APARTMENT,SHIMOMEGURO,MEGURO,No,265000.0,Yes,72.39,514000,Yes,257000,Yes,15 / 20,2004,17,Meguro Station,8,No
14531,1R APARTMENT,HIGASHIAZABU,MINATO,Yes,278000.0,Yes,62.25,556000,Yes,278000,Yes,9 / 26,2009,12,Akabanebashi Station,4,No
14532,1K APARTMENT,NEZU,BUNKYO,No,93500.0,Yes,21.24,85000,Yes,0,No,5 / 8,2008,13,Nezu Station,4,No
14533,2LDK APARTMENT,HIGASHIAZABU,MINATO,No,165000.0,Yes,51.68,160000,Yes,0,No,4 / 5,1978,43,Akabanebashi Station,5,No
14534,1K APARTMENT,HIGASHIKASAI,EDOGAWA,No,88000.0,Yes,29.36,83000,Yes,83000,Yes,2 / 7,2008,13,Kasai Station,5,No
14535,1K APARTMENT,HIGASHIYUKIGAYA,OTA,No,59000.0,Yes,21.23,55000,Yes,0,No,2 / 3,1990,31,Ishikawadai Station,8,No
14536,1K APARTMENT,HONGO,BUNKYO,No,112000.0,Yes,21.0,0,No,51500,Yes,5 / 14,2006,15,Hongousanchoume Station,3,No
14537,1R APARTMENT,KANDASAKUMACHO,CHIYODA,No,92000.0,Yes,30.91,92000,Yes,92000,Yes,10 / 10,1981,40,Akihabara Station,1,No
14538,1K APARTMENT,NISHIAZABU,MINATO,No,136800.0,Yes,38.2,124000,Yes,0,No,9 / 14,1996,25,Roppongi Station,10,No
14539,1LDK APARTMENT,TSUKUDA,CHUO,No,167000.0,Yes,43.72,318000,Yes,0,No,8 / 8,2005,16,Tsukishima Station,3,No
14540,1LDK APARTMENT,HIGASHI,SHIBUYA,No,265000.0,Yes,51.16,125000,Yes,0,No,4 / 8,2003,18,Ebisu Station,8,No
14541,1K APARTMENT,HONKOMAGOME,BUNKYO,No,80000.0,Yes,20.02,0,No,0,No,1 / 6,2002,19,Sengoku Station,3,No
14542,1K APARTMENT,HIGASHISHINAGAWA,SHINAGAWA,No,94000.0,Yes,23.81,0,No,0,No,8 / 9,2002,19,Tennozu Isle Station,6,No
14543,1DK APARTMENT,NISHIKOJIYA,OTA,No,96000.0,Yes,38.25,91000,Yes,0,No,1 / 4,2007,14,Otorii Station,7,No
14545,1LDK APARTMENT,TOMIGAYA,SHIBUYA,No,206000.0,Yes,40.05,412000,Yes,206000,Yes,6 / 11,2005,16,Yoyogi-hachiman Station,3,No
14546,1DK APARTMENT,TAKAIDOHIGASHI,SUGINAMI,No,95000.0,Yes,20.01,92000,Yes,0,No,1 / 2,2011,10,Takaido Station,2,No
14547,1SLDK APARTMENT,TSUKIJI,CHUO,No,229000.0,Yes,63.08,229000,Yes,0,No,10 / 13,2005,16,Tsukiji Station,4,No
14548,1K APARTMENT,NARIHIRA,SUMIDA,No,89000.0,Yes,20.0,84000,Yes,0,No,9 / 11,2007,14,Oshiage Station,2,No
14549,1LDK APARTMENT,KAMIITABASHI,ITABASHI,No,129000.0,Yes,51.75,60000,Yes,0,No,1 / 3,2010,11,Kamiitabashi Station,9,No
14550,1LDK APARTMENT,SHIMOUMA,SETAGAYA,No,140000.0,Yes,40.25,133000,Yes,133000,Yes,1 / 5,2008,13,Sangenjaya Station,12,No
14551,1LDK APARTMENT,AKASAKA,MINATO,Yes,268000.0,Yes,57.72,258000,Yes,258000,Yes,6 / 14,2004,17,Nogizaka Station,1,No
14552,1LDK APARTMENT,SHINKAWA,CHUO,No,171000.0,Yes,40.55,312000,Yes,0,No,4 / 14,2012,9,Hacchoubori Station,6,No
14553,2LDK APARTMENT,MINAMIAOYAMA,MINATO,No,275000.0,Yes,55.86,520000,Yes,260000,Yes,4 / 9,2013,8,Gaien Mae Station,3,No
14554,1K APARTMENT,MORISHITA,KOTO,No,95000.0,Yes,23.7,0,No,0,No,13 / 13,2007,14,Morishita Station,1,No
14555,1K APARTMENT,EITAI,KOTO,No,96500.0,Yes,23.75,88000,Yes,0,No,13 / 13,2008,13,Monzennakachou Station,9,No
14556,1K APARTMENT,NIHOMBASHIHAMACHO,CHUO,No,84000.0,Yes,21.23,74500,Yes,0,No,4 / 13,2001,20,Hamachou Station,1,No
14557,1LDK APARTMENT,TSURUMAKI,SETAGAYA,No,132000.0,Yes,47.2,129000,Yes,129000,Yes,1 / 2,2005,16,Sakurashinmachi Station,5,No
14558,1LDK APARTMENT,ROPPONGI,MINATO,No,185000.0,Yes,41.87,370000,Yes,185000,Yes,7 / 20,1995,26,Roppongi-itchome Station,3,No
14559,2LDK APARTMENT,HIGASHISHINAGAWA,SHINAGAWA,No,208000.0,Yes,58.09,400000,Yes,0,No,18 / 25,2005,16,Shinagawa Seaside Station,5,No
14561,2DK APARTMENT,SENDAGI,BUNKYO,No,139000.0,Yes,45.48,129000,Yes,129000,Yes,2 / 11,1991,30,Sendagi Station,2,No
14562,1K APARTMENT,MATSUBARA,SETAGAYA,No,75000.0,Yes,18.68,69000,Yes,69000,Yes,1 / 1,1999,22,Meidaimae Station,2,No
14563,1K APARTMENT,AYASE,ADACHI,No,64000.0,Yes,19.02,62000,Yes,0,No,1 / 2,2013,8,Ayase Station,8,No
14564,1K APARTMENT,IKEBUKUROHONCHO,TOSHIMA,No,65000.0,Yes,17.32,60000,Yes,60000,Yes,3 / 3,1993,28,Shimoitabashi Station,9,No
14565,1LDK APARTMENT,YOTSUYA,SHINJUKU,No,198000.0,Yes,51.59,396000,Yes,198000,Yes,3 / 29,2007,14,Yotsuya San Choume Station,4,No
14566,2LDK APARTMENT,HIGASHINAKANO,NAKANO,No,263000.0,Yes,63.48,526000,Yes,526000,Yes,4 / 9,2011,10,Ochiai Station,7,No
14567,1LDK APARTMENT,HANEGI,SETAGAYA,No,140000.0,Yes,37.92,128000,Yes,0,No,2 / 9,2000,21,Shindaita Station,1,No
14568,2LDK APARTMENT,SHIMO,KITA,No,120000.0,Yes,50.74,115000,Yes,115000,Yes,1 / 4,1990,31,Shimo Station,3,No
14569,1LDK APARTMENT,NISHIKASAI,EDOGAWA,No,123000.0,Yes,46.79,114000,Yes,0,No,8 / 8,2004,17,Nishikasai Station,9,No
14570,1R APARTMENT,HONKOMAGOME,BUNKYO,No,65000.0,Yes,17.32,60000,Yes,60000,Yes,5 / 11,1991,30,Komagome Station,10,No
14571,1R APARTMENT,HYAKUNINCHO,SHINJUKU,No,67000.0,Yes,14.36,65000,Yes,65000,Yes,4 / 5,1983,38,Shinokubo Station,2,No
14572,1K APARTMENT,NIHOMBASHIHAKOZAKICHO,CHUO,No,100000.0,Yes,26.48,91500,Yes,91500,Yes,7 / 10,2002,19,Suitengumae Station,3,No
14573,1K APARTMENT,IRIYA,TAITO,No,73000.0,Yes,16.61,64000,Yes,64000,Yes,5 / 8,2010,11,Iriya Station,5,No
14574,1LDK APARTMENT,OMORIKITA,OTA,No,157000.0,Yes,37.59,145000,Yes,0,No,1 / 14,2012,9,Omori Station,2,No
14575,2DK APARTMENT,YOCHOMACHI,SHINJUKU,No,120000.0,Yes,36.38,110000,Yes,110000,Yes,3 / 8,1983,38,Wakamatsu Kawada Station,8,No
14577,2LDK APARTMENT,TSUKISHIMA,CHUO,No,181000.0,Yes,62.25,170000,Yes,0,No,4 / 8,2001,20,Tsukishima Station,6,No
14578,1K APARTMENT,KAMATA,OTA,No,88000.0,Yes,22.2,0,No,0,No,9 / 20,2008,13,Keikyu Kamata Station,7,No
14579,1K APARTMENT,NEZU,BUNKYO,No,80000.0,Yes,24.0,75000,Yes,75000,Yes,8 / 12,1992,29,Nezu Station,5,No
14580,1K APARTMENT,KOJIMACHI,CHIYODA,No,134500.0,Yes,25.38,124500,Yes,0,No,9 / 9,2014,7,Hanzomon Station,2,No
14581,1K APARTMENT,ICHIGAYANAKANOCHO,SHINJUKU,No,82000.0,Yes,18.65,76000,Yes,0,No,2 / 12,2004,17,Akebonobashi Station,4,No
14582,1LDK APARTMENT,HIGASHI,SHIBUYA,No,189000.0,Yes,41.35,179000,Yes,0,No,4 / 8,2005,16,Shibuya Station,5,No
14583,2DK APARTMENT,OJIMA,KOTO,No,89000.0,Yes,45.97,84000,Yes,0,No,3 / 4,1982,39,Ojima Station,1,No
14584,1K APARTMENT,OMORINISHI,OTA,No,80000.0,Yes,20.44,71500,Yes,71500,Yes,3 / 6,2006,15,Heiwajima Station,7,No
14585,1R APARTMENT,HIGASHIIKEBUKURO,TOSHIMA,No,73000.0,Yes,18.72,66000,Yes,0,No,10 / 13,1988,33,Ikebukuro Station,8,No
14586,1R APARTMENT,KOJIMA,TAITO,No,72000.0,Yes,19.22,67000,Yes,67000,Yes,11 / 11,1990,31,Shin Okachimachi Station,5,No
14587,2SLDK APARTMENT,KACHIDOKI,CHUO,No,174000.0,Yes,57.44,160000,Yes,0,No,3 / 10,2000,21,Kachidoki Station,1,No
14588,1K APARTMENT,MINAMIMOTOMACHI,SHINJUKU,No,130000.0,Yes,35.54,123000,Yes,0,No,2 / 5,2009,12,Shinanomachi Station,6,No
14589,1LDK APARTMENT,OTOWA,BUNKYO,No,163000.0,Yes,51.31,153000,Yes,0,No,8 / 11,2013,8,Edogawabashi Station,5,No
14590,1LDK APARTMENT,HIROO,SHIBUYA,No,224000.0,Yes,47.76,216000,Yes,0,No,6 / 14,2005,16,Hiroo Station,8,No
14591,1K APARTMENT,ISHIWARA,SUMIDA,No,66000.0,Yes,18.42,61000,Yes,0,No,2 / 5,1995,26,Ryogoku Station,12,No
14593,1LDK APARTMENT,YUTENJI,MEGURO,No,240000.0,Yes,62.38,464000,Yes,232000,Yes,2 / 2,2011,10,Yutenji Station,6,No
14594,1K APARTMENT,HIGASHINIPPORI,ARAKAWA,No,95500.0,Yes,26.18,0,No,0,No,3 / 10,2010,11,Nippori Station,7,No
14595,1LDK APARTMENT,HORINOCHI,SUGINAMI,No,105000.0,Yes,37.9,102000,Yes,102000,Yes,1 / 3,2000,21,Shin Koenji Station,10,No
14596,1K APARTMENT,KOMAZAWA,SETAGAYA,No,79000.0,Yes,20.4,76000,Yes,0,No,1 / 2,1995,26,Komazawa-daigaku Station,2,No
14597,1DK APARTMENT,ROPPONGI,MINATO,No,159000.0,Yes,42.56,477000,Yes,0,No,9 / 20,1993,28,Roppongi-itchome Station,3,No
14598,1K APARTMENT,NAKAKASAI,EDOGAWA,No,67000.0,Yes,22.57,62000,Yes,0,No,3 / 10,1996,25,Kasai Station,6,No
14599,1K APARTMENT,NISHIKAMATA,OTA,No,81000.0,Yes,20.66,0,No,72000,Yes,9 / 11,2004,17,Kamata Station,5,No
14600,1K APARTMENT,OKUSAWA,SETAGAYA,No,109000.0,Yes,26.0,109000,Yes,0,No,1 / 2,2005,16,Jiyugaoka Station,4,No
14601,1K APARTMENT,OJIMA,KOTO,No,82000.0,Yes,20.13,0,No,0,No,4 / 8,2007,14,Higashiojima Station,4,No
14602,1R APARTMENT,SASAZUKA,SHIBUYA,No,90000.0,Yes,26.28,85000,Yes,0,No,7 / 15,2003,18,Sasazuka Station,3,No
14603,2LDK APARTMENT,SHIBAURA(2-4-CHOME),MINATO,Yes,310000.0,Yes,71.97,285000,Yes,285000,Yes,B9 / 25,2014,7,Tamachi Station,8,No
14604,1K APARTMENT,NUMABUKURO,NAKANO,No,60000.0,Yes,20.0,0,No,0,No,1 / 2,2000,21,Numabukuro Station,5,No
14605,1K APARTMENT,UDAGAWACHO,SHIBUYA,No,105000.0,Yes,25.24,98000,Yes,98000,Yes,7 / 7,2001,20,Shibuya Station,8,No
14606,1R APARTMENT,ASAGAYAMINAMI,SUGINAMI,No,64000.0,Yes,20.03,61000,Yes,0,No,2 / 4,1996,25,Minami Asagaya Station,4,No
14607,1R APARTMENT,MINAMIAOYAMA,MINATO,No,153000.0,Yes,36.44,143000,Yes,0,No,4 / 14,2003,18,Omotesando Station,13,No
14609,1LDK APARTMENT,HIGASHIGOTANDA,SHINAGAWA,No,158000.0,Yes,36.89,148000,Yes,0,No,2 / 10,1987,34,Gotanda Station,3,No
14610,1DK APARTMENT,SANGENJAYA,SETAGAYA,No,120000.0,Yes,33.61,110000,Yes,0,No,3 / 4,1995,26,Sangenjaya Station,7,No
14611,1K APARTMENT,TAKANAWA,MINATO,No,128000.0,Yes,23.1,121000,Yes,0,No,2 / 11,2009,12,Takanawadai Station,6,No
14612,1LDK APARTMENT,SHIBUYA,SHIBUYA,No,207000.0,Yes,40.43,197000,Yes,0,No,11 / 13,2006,15,Shibuya Station,3,No
14613,2DK APARTMENT,TACHIBANA,SUMIDA,No,166040.0,Yes,82.02,162500,Yes,0,No,2 / 3,2013,8,Kameidosuijin Station,6,No
14614,1DK APARTMENT,SHINKAWA,CHUO,No,144000.0,Yes,32.6,129000,Yes,0,No,8 / 14,2003,18,Hacchoubori Station,3,No
14615,1K APARTMENT,SENDAGI,BUNKYO,No,67000.0,Yes,16.66,62000,Yes,62000,Yes,7 / 12,1994,27,Sendagi Station,10,No
14616,1K APARTMENT,HONCHO,NAKANO,No,80000.0,Yes,18.27,75000,Yes,75000,Yes,3 / 4,2005,16,Nakanoshinbashi Station,2,No
14617,1K APARTMENT,OMORIHONCHO,OTA,No,76800.0,Yes,20.94,0,No,0,No,4 / 8,2007,14,Heiwajima Station,7,No
14618,1LDK APARTMENT,HYAKUNINCHO,SHINJUKU,No,165000.0,Yes,45.0,330000,Yes,165000,Yes,4 / 7,2004,17,Shinokubo Station,1,No
14619,1R APARTMENT,IZUMI,SUGINAMI,No,99000.0,No,11.0,0,No,0,No,1 / 2,2016,5,Meidaimae Station,9,No
14620,1K APARTMENT,HONCHO,NAKANO,No,85000.0,Yes,24.85,80000,Yes,80000,Yes,2 / 4,2001,20,Nakanosakaue Station,5,No
14621,1DK APARTMENT,SHINSENCHO,SHIBUYA,No,110000.0,Yes,26.34,105000,Yes,105000,Yes,8 / 10,1998,23,Shinsen Station,5,No
14622,1R APARTMENT,SAKURASHIMMACHI,SETAGAYA,No,80000.0,Yes,16.01,77000,Yes,0,No,1 / 2,2012,9,Sakurashinmachi Station,4,No
14623,1K APARTMENT,NISHIKOJIYA,OTA,No,85000.0,Yes,31.64,75000,Yes,0,No,1 / 5,1990,31,Koujiya Station,4,No
14625,1R APARTMENT,WADA,SUGINAMI,No,63000.0,Yes,16.23,59000,Yes,59000,Yes,2 / 11,1988,33,Higashi Koenji Station,3,No
14626,1K APARTMENT,YUTAKACHO,SHINAGAWA,No,95500.0,Yes,21.0,83500,Yes,0,No,2 / 4,2012,9,Osaki Station,10,No
14627,1DK APARTMENT,NAKAJUJO,KITA,No,68000.0,Yes,21.0,0,No,0,No,2 / 2,1977,44,Higashijujo Station,2,No
14628,1R APARTMENT,KANAMECHO,TOSHIMA,No,66000.0,Yes,19.8,63000,Yes,0,No,2 / 2,1988,33,Senkawa Station,2,No
14629,1DK APARTMENT,MINAMIOI,SHINAGAWA,No,75000.0,Yes,24.07,70000,Yes,0,No,3 / 6,1988,33,Omorikaigan Station,4,No
14630,1K APARTMENT,NISHIAZABU,MINATO,No,136000.0,Yes,25.84,0,No,126000,Yes,4 / 9,2008,13,Roppongi Station,6,No
14631,1K APARTMENT,MINAMI,MEGURO,No,65000.0,Yes,16.51,60000,Yes,60000,Yes,2 / 3,1991,30,Ōokayama Station,11,No
14632,1K APARTMENT,KAMIUMA,SETAGAYA,No,64000.0,Yes,19.49,0,No,0,No,2 / 11,1985,36,Komazawa-daigaku Station,8,No
14633,1LDK APARTMENT,MITA,MEGURO,No,188000.0,Yes,43.69,178000,Yes,0,No,3 / 5,2007,14,Ebisu Station,10,No
14634,1LDK APARTMENT,KICHIJOJI KITAMACHI,MUSASHINO,No,135000.0,Yes,63.53,125000,Yes,0,No,4 / 5,1992,29,Mitaka Station,16,No
14635,1K APARTMENT,EHARACHO,NAKANO,No,88040.0,Yes,19.87,0,No,0,No,1 / 2,2009,12,Shin Egota Station,14,No
14636,1K APARTMENT,NISHIGOTANDA,SHINAGAWA,No,68000.0,Yes,18.9,0,No,0,No,3 / 10,1984,37,Togoshi Kouen Station,8,No
14637,1DK APARTMENT,NISHIASAKUSA,TAITO,No,140000.0,Yes,38.3,140000,Yes,0,No,8 / 11,1978,43,Asakusa Station,2,No
14638,1LDK APARTMENT,HIGASHIGOTANDA,SHINAGAWA,No,225000.0,Yes,45.7,450000,Yes,450000,Yes,8 / 12,2015,6,Gotanda Station,3,No
14639,1DK APARTMENT,NARITAHIGASHI,SUGINAMI,No,97000.0,Yes,30.25,91000,Yes,0,No,4 / 8,1998,23,Minami Asagaya Station,4,No
14641,1R APARTMENT,KAMIIKEBUKURO,TOSHIMA,No,61000.0,Yes,16.96,56000,Yes,56000,Yes,6 / 9,1992,29,Kita Ikebukuro Station,8,No
14642,1LDK APARTMENT,NISHIGOTANDA,SHINAGAWA,No,184000.0,Yes,45.39,178000,Yes,0,No,8 / 13,2005,16,Fudoumae Station,3,No
14643,1K APARTMENT,KOYAMA,SHINAGAWA,No,88000.0,Yes,20.13,0,No,0,No,5 / 12,2013,8,Nishikoyama Station,3,No
14644,2SLDK HOUSE,TAIRAMACHI,MEGURO,No,250000.0,Yes,76.54,250000,Yes,250000,Yes,Not Available,2014,7,Toritsu-daigaku Station,3,No
14645,1K APARTMENT,TAKASHIMADAIRA,ITABASHI,No,56000.0,Yes,16.46,50000,Yes,50000,Yes,6 / 10,1988,33,Nishidai Station,2,No
